trial,trial_seed,success,bls_max_power,bls_best_period,bls_best_duration,bls_best_epoch,tcf_max_score,tcf_best_raw_pooled_score,tcf_best_period,tcf_best_duration,tcf_best_epoch,tcf_valid_transit_events,tcf_positive_event_fraction,error
79,15262244025163740060,True,0.0011435305807068,12.337337337337337,0.2125,455.80497690278133,11.21531475583662,9.95920458912678,13.75107510751075,0.4166666666666667,454.6203010531384,6,0.6666666666666666,
80,4261389646617318149,True,0.000786552711759,13.444444444444445,0.0625,455.19872690278135,8.088657454648116,6.203631742577966,6.177717771777178,0.3660714285714285,445.8319166142549,15,0.8666666666666667,
81,12228061547635429342,True,0.0012961621181291,13.514514514514516,0.2125,445.71747690278136,9.182863704954288,7.1191656782010915,12.248724872487248,0.3154761904761904,452.26761075575047,8,0.875,
82,9252913900610634426,True,0.001221368935788,13.276276276276276,0.3125,455.16747690278135,8.570463703632331,5.662112529141227,11.411441144114413,0.3154761904761904,445.86740572022785,9,0.7777777777777778,
83,13962146843631058251,True,0.0009443123806224,14.285285285285283,0.2125,447.2862269027813,9.863575597347952,7.209114931738624,12.982398239823985,0.1636904761904762,450.5953893017265,7,0.7142857142857143,
84,93169258984931596,True,0.0007814838233231,12.197197197197196,0.0625,455.67372690278137,7.392154798790494,7.233453223273015,14.628962896289629,0.3660714285714285,448.5671783304261,7,0.8571428571428571,
85,7047427125984138683,True,0.0013435434617381,10.515515515515515,0.2125,445.32997690278137,10.566683099653348,7.037530353181589,13.417841784178416,0.2648809523809524,450.2096280085203,5,1.0,
86,11143492818152836041,True,0.0011277885712889,9.604604604604605,0.2125,449.8487269027813,9.92137937815953,5.384722704078267,13.881288128812882,0.2648809523809524,448.51949538887146,5,0.6,
87,9232499813171923391,True,0.0009414997680091,10.571571571571573,0.2625,446.0987269027813,10.690751601832131,9.958057916933551,13.704870487048703,0.1130952380952381,448.05096240842687,4,1.0,
88,14426905348303737792,True,0.0013097807734027,9.94094094094094,0.2125,449.5674769027813,9.083928482083564,7.773035368643999,9.944094409440943,0.3154761904761904,449.7232237093115,9,0.7777777777777778,
89,4227182715559386248,True,0.0009758440511244,12.30930930930931,0.0625,443.9112269027813,12.751404671631926,9.529360114350714,12.306130613061306,0.3154761904761904,444.06758550791096,5,1.0,
90,13438606429476603318,True,0.0013768759361745,11.874874874874877,0.2625,451.3487269027813,8.900173810043537,5.393722404032451,13.198019801980198,0.3660714285714285,450.58951290060935,7,0.7142857142857143,
91,16009896996112532366,True,0.0011157328937642,9.82882882882883,0.2625,450.84247690278136,9.018445047422178,7.6492508973344915,9.895089508950894,0.1636904761904762,450.43172387795113,9,0.8888888888888888,
92,8855428189267149165,True,0.0021698904208051,9.436436436436436,0.3125,450.07372690278135,10.769604765315338,8.944975473995472,9.407840784078408,0.4166666666666667,450.3357265266568,10,0.7,
