injected_period_days,injected_duration_hours,injected_depth,epoch_phase_fraction,injected_epoch_days,observable_transit_count,in_transit_observation_count,raw_bls_recovered_period_days,raw_bls_recovered_score,raw_bls_period_matched,raw_bls_passes_fap_1_percent,raw_bls_recovered,existing_tcf_recovered_period_days,existing_tcf_recovered_score,existing_tcf_period_matched,existing_tcf_passes_fap_1_percent,existing_tcf_recovered,existing_tcf_exact_period_present_top10,existing_tcf_exact_period_rank_top10,kalman_depth_retention_fraction,kalman_snr_retention_fraction,kalman_bls_recovered_period_days,kalman_bls_recovered_power,kalman_bls_recovered,kalman_tcf_recovered_period_days,kalman_tcf_recovered_score,kalman_tcf_recovered,gp_depth_retention_fraction,gp_snr_retention_fraction,gp_length_scale_days,gp_bls_recovered_period_days,gp_bls_recovered_power,gp_bls_recovered,gp_tcf_recovered_period_days,gp_tcf_recovered_score,gp_tcf_recovered,gp_tcf_exact_period_rank_top10,existing_bls_tcf_union,existing_without_gp_union,raw_bls_union_gp_tcf,existing_bls_tcf_union_gp_tcf,existing_bls_tcf_kalman_tcf_union_gp_tcf,all_six_union,gp_tcf_only_vs_raw_bls,raw_bls_only_vs_gp_tcf,gp_tcf_unique_vs_existing_without_gp,gp_bls_unique_vs_existing_without_gp
5.0,8.0,0.0002,0.45,445.76122690278135,19,287,5.008008008008008,89.42314222091917,True,True,True,2.512151215121512,18.66362936396835,True,True,True,True,4,0.0957544152707759,0.1893387976025833,2.5135135135135136,0.001032352557318,True,2.512151215121512,19.264339785285472,True,0.7557215171451787,1.383301333876194,1.0,5.008008008008008,0.0025271601809323,True,1.6762676267626762,14.914365476400668,False,2.0,True,True,True,True,True,True,False,True,False,False
5.0,8.0,0.0002,0.75,447.26122690278135,19,308,4.993993993993994,79.1590368483625,True,True,True,2.512151215121512,18.67674940827868,True,True,True,True,4,0.0864036377934758,0.1673278517060966,2.5135135135135136,0.0010287178451583,True,2.512151215121512,18.95826417090227,True,0.7422845553117182,1.3250160880837203,1.0,4.993993993993994,0.0022254679276794,True,1.6748674867486748,14.327234159217143,False,4.0,True,True,True,True,True,True,False,True,False,False
5.0,8.0,0.0005,0.15,444.26122690278135,19,290,4.993993993993994,205.2295760603701,True,True,True,5.0002000200020005,26.94002144343193,True,True,True,True,1,0.0443321310831714,0.0854365276373851,9.996996996996996,0.0012372558515446,True,5.0002000200020005,28.72349199369241,True,0.7232798692918959,1.0407098651909872,1.0,4.993993993993994,0.0054838582099554,True,5.024002400240024,20.552675489699293,True,1.0,True,True,True,True,True,True,False,False,False,False
5.0,8.0,0.0005,0.45,445.76122690278135,19,287,4.993993993993994,207.8819137693952,True,True,True,5.0002000200020005,25.626469020384288,True,True,True,True,1,0.042096121155052,0.0819383267045652,4.993993993993994,0.0013201032393385,True,5.0002000200020005,27.782451316010537,True,0.7063436216784744,1.0740722207484033,1.0,4.993993993993994,0.0054236069122624,True,5.021202120212021,20.869045011071265,True,1.0,True,True,True,True,True,True,False,False,False,False
5.0,8.0,0.0005,0.75,447.26122690278135,19,308,4.993993993993994,201.9759864451981,True,True,True,5.0002000200020005,27.092687991859936,True,True,True,True,1,0.0316327164287068,0.0604021170179175,9.996996996996996,0.0013289562748008,True,5.0002000200020005,29.58002373817928,True,0.7011980251036428,1.0569323590230095,1.0,4.993993993993994,0.0054293643762422,True,2.4953495349534953,18.735381446597952,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,8.0,0.001,0.15,444.26122690278135,19,290,4.993993993993994,403.32134810772993,True,True,True,5.0002000200020005,49.49013711559217,True,True,True,True,1,0.0221527218427835,0.0407555725558166,9.996996996996996,0.0020867585836672,True,5.0002000200020005,49.67612334596418,True,0.4723744300134532,0.570232859316724,1.0,4.993993993993994,0.0073299217543437,True,2.5023502350235023,29.246845245532132,True,2.0,True,True,True,True,True,True,False,False,False,False
5.0,8.0,0.001,0.45,445.76122690278135,19,287,4.993993993993994,405.68187568369984,True,True,True,4.998799879987999,48.47732038094711,True,True,True,True,1,0.0166443630101732,0.0310039579080253,2.4994994994994997,0.0021649643270283,True,4.998799879987999,49.83765971954876,True,0.4764725386689052,0.6023456256281976,1.0,4.993993993993994,0.0073766864768396,True,4.998799879987999,27.581223709410153,True,1.0,True,True,True,True,True,True,False,False,False,False
5.0,8.0,0.001,0.75,447.26122690278135,19,308,4.993993993993994,406.670902439924,True,True,True,5.0002000200020005,50.16438023069309,True,True,True,True,1,0.0106512500771361,0.0195347878930635,2.4994994994994997,0.0022034855200236,True,5.0002000200020005,51.174313042426874,True,0.4556695579650626,0.5692090222817848,1.0,4.993993993993994,0.0074644079001263,True,2.500950095009501,31.02110959030269,True,2.0,True,True,True,True,True,True,False,False,False,False
10.0,2.0,0.0002,0.15,445.01122690278135,10,39,11.72072072072072,47.9190762322691,False,False,False,2.512151215121512,18.76989024228601,False,True,False,True,10,0.3177107600830432,0.6221129943476873,2.5135135135135136,0.0010540102319558,False,2.512151215121512,19.672941527310076,False,1.0058023651972992,1.9646078346557736,1.833815370987183,2.5135135135135136,0.0016929079334106,False,1.6748674867486748,16.103921653866337,False,7.0,False,False,False,False,False,False,False,False,False,False
10.0,2.0,0.0002,0.45,448.01122690278135,10,41,11.72072072072072,47.89258583026523,False,False,False,2.512151215121512,18.70499668269876,False,True,False,True,10,0.3550716645902173,0.695348533205775,2.5135135135135136,0.001060414779717,False,2.512151215121512,19.61248861819702,False,0.8513933018390023,1.6415733422659748,1.808256594051417,2.5135135135135136,0.0016918615887827,False,1.6748674867486748,15.799094450224793,False,9.0,False,False,False,False,False,False,False,False,False,False
