target_id,quarter,injection_index,selection_group,injected_period_days,injected_duration_hours,injected_depth,noise_quartile,robust_flux_scatter_ppm,gap_fraction,candidate_count,exact_candidate_set,harmonic_candidate_set,bls_harmonic_candidate,tcf_harmonic_candidate,bls_rank1_candidate_period_days,tcf_rank1_candidate_period_days,xgboost_rank1_candidate_period_days,xgboost_exact_rank1,depth_bin,duration_bin,period_bin
2438264,5,14,confirmed_planet_host,10.0,4.0,0.0005,highest_scatter,1945.792123199032,0.0321536469572723,10,True,True,False,True,13.333444481493832,4.972657552517506,4.972657552517506,False,"(-0.0005, 0.00075]","(3.333, 5.333]","(6.667, 10.0]"
2438264,5,16,confirmed_planet_host,10.0,8.0,0.0005,highest_scatter,1945.792123199032,0.0321536469572723,10,True,True,False,True,14.990663554518171,4.972657552517506,4.972657552517506,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(6.667, 10.0]"
2439243,5,6,confirmed_planet_host,5.0,2.0,0.0005,high_scatter,815.8214492229673,0.0321536469572723,10,True,True,True,True,13.571523841280428,14.631210403467824,13.711570523507836,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(4.0, 6.667]"
2439243,5,8,confirmed_planet_host,5.0,4.0,0.0005,high_scatter,815.8214492229673,0.0321536469572723,10,True,True,True,True,14.995331777259088,14.631210403467824,14.995331777259088,False,"(-0.0005, 0.00075]","(3.333, 5.333]","(4.0, 6.667]"
2439243,5,10,confirmed_planet_host,5.0,8.0,0.0005,high_scatter,815.8214492229673,0.0321536469572723,9,True,True,True,True,14.976658886295432,14.631210403467824,14.976658886295432,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(4.0, 6.667]"
2444412,5,6,confirmed_planet_host,5.0,2.0,0.0005,high_scatter,1105.0141019134894,0.0321536469572723,10,True,True,True,True,14.388462820940315,14.906635545181729,14.906635545181729,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(4.0, 6.667]"
2444412,5,10,confirmed_planet_host,5.0,8.0,0.0005,high_scatter,1105.0141019134894,0.0321536469572723,10,True,True,False,True,14.388462820940315,14.906635545181729,14.906635545181729,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(4.0, 6.667]"
2444412,5,12,confirmed_planet_host,10.0,2.0,0.0005,high_scatter,1105.0141019134894,0.0321536469572723,10,True,True,False,True,14.388462820940315,14.906635545181729,14.74324774924975,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(6.667, 10.0]"
2444412,5,16,confirmed_planet_host,10.0,8.0,0.0005,high_scatter,1105.0141019134894,0.0321536469572723,10,True,True,False,True,14.3837945981994,14.906635545181729,14.74324774924975,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(6.667, 10.0]"
2693736,5,6,confirmed_planet_host,5.0,2.0,0.0005,low_scatter,454.0150778128674,0.0321536469572723,10,True,True,True,True,12.119706568856286,9.757585861953986,12.119706568856286,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(4.0, 6.667]"
2693736,5,12,confirmed_planet_host,10.0,2.0,0.0005,low_scatter,454.0150778128674,0.0321536469572723,9,True,True,True,True,12.119706568856286,10.303767922640882,12.119706568856286,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(6.667, 10.0]"
2713049,5,12,confirmed_planet_host,10.0,2.0,0.0005,low_scatter,452.97370745852663,0.0321536469572723,10,True,True,False,True,11.90496832277426,14.005668556185396,7.6382127375791935,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(6.667, 10.0]"
2713049,5,14,confirmed_planet_host,10.0,4.0,0.0005,low_scatter,452.97370745852663,0.0321536469572723,10,True,True,True,False,11.90496832277426,14.57519173057686,14.836612204068024,False,"(-0.0005, 0.00075]","(3.333, 5.333]","(6.667, 10.0]"
2715135,5,8,confirmed_planet_host,5.0,4.0,0.0005,highest_scatter,2555.578506954862,0.0319378506689684,10,True,True,False,True,10.737912637545849,5.74758252750917,5.74758252750917,False,"(-0.0005, 0.00075]","(3.333, 5.333]","(4.0, 6.667]"
2715135,5,11,confirmed_planet_host,5.0,8.0,0.001,highest_scatter,2555.578506954862,0.0319378506689684,10,True,True,False,True,10.737912637545849,5.74758252750917,5.74758252750917,False,"(0.00075, 0.001]","(5.333, 8.0]","(4.0, 6.667]"
2715135,5,12,confirmed_planet_host,10.0,2.0,0.0005,highest_scatter,2555.578506954862,0.0319378506689684,10,True,True,False,True,10.737912637545849,5.74758252750917,5.74758252750917,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(6.667, 10.0]"
2715135,5,17,confirmed_planet_host,10.0,8.0,0.001,highest_scatter,2555.578506954862,0.0319378506689684,10,True,True,False,True,10.737912637545849,5.74758252750917,5.74758252750917,False,"(0.00075, 0.001]","(5.333, 8.0]","(6.667, 10.0]"
2716801,5,6,confirmed_planet_host,5.0,2.0,0.0005,high_scatter,637.4152184568583,0.0319378506689684,10,True,True,True,True,10.014338112704236,13.482827609203069,10.014338112704236,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(4.0, 6.667]"
2716853,5,0,confirmed_planet_host,2.0,2.0,0.0005,high_scatter,597.2938732475109,0.0319378506689684,10,True,True,True,True,9.407469156385462,14.374458152717574,9.407469156385462,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(1.999, 4.0]"
2716853,5,6,confirmed_planet_host,5.0,2.0,0.0005,high_scatter,597.2938732475109,0.0319378506689684,10,True,True,True,False,9.407469156385462,14.374458152717574,9.407469156385462,False,"(-0.0005, 0.00075]","(1.999, 3.333]","(4.0, 6.667]"
2716853,5,8,confirmed_planet_host,5.0,4.0,0.0005,high_scatter,597.2938732475109,0.0319378506689684,10,True,True,True,False,9.407469156385462,5.150050016672225,9.407469156385462,False,"(-0.0005, 0.00075]","(3.333, 5.333]","(4.0, 6.667]"
2716853,5,13,confirmed_planet_host,10.0,2.0,0.001,high_scatter,597.2938732475109,0.0319378506689684,10,True,True,True,False,9.407469156385462,6.564521507169057,9.407469156385462,False,"(0.00075, 0.001]","(1.999, 3.333]","(6.667, 10.0]"
2716853,5,14,confirmed_planet_host,10.0,4.0,0.0005,high_scatter,597.2938732475109,0.0319378506689684,10,True,True,True,False,9.407469156385462,6.564521507169057,9.407469156385462,False,"(-0.0005, 0.00075]","(3.333, 5.333]","(6.667, 10.0]"
2716853,5,16,confirmed_planet_host,10.0,8.0,0.0005,high_scatter,597.2938732475109,0.0319378506689684,10,True,True,True,False,9.407469156385462,6.564521507169057,9.407469156385462,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(6.667, 10.0]"
2718778,5,13,confirmed_planet_host,10.0,2.0,0.001,high_scatter,626.7773187953732,0.0319378506689684,10,True,True,True,False,3.9223074358119376,7.885628542847616,3.9223074358119376,False,"(0.00075, 0.001]","(1.999, 3.333]","(6.667, 10.0]"
2718778,5,16,confirmed_planet_host,10.0,8.0,0.0005,high_scatter,626.7773187953732,0.0319378506689684,10,True,True,True,False,3.9223074358119376,7.885628542847616,3.9223074358119376,False,"(-0.0005, 0.00075]","(5.333, 8.0]","(6.667, 10.0]"
