sample,exact_recall_at_1,improvement_over_bls,improvement_over_raw_min_rank,improvement_over_oracle_rank1_union,mean_reciprocal_rank
1264,0.7511111111111111,0.11888888888888889,0.11888888888888889,0.014444444444444444,0.7852623456790123
1265,0.7255555555555555,0.11666666666666667,0.11666666666666667,0.014444444444444444,0.7543500881834215
1266,0.7322222222222222,0.11555555555555555,0.11555555555555555,0.0011111111111111111,0.7667698412698413
1267,0.76,0.1622222222222222,0.1622222222222222,0.015555555555555555,0.7825149911816579
1268,0.7822222222222223,0.09,0.09,0.008888888888888889,0.81210582010582
1269,0.6488888888888888,0.12111111111111111,0.12111111111111111,0.0011111111111111111,0.6876988536155203
1270,0.7877777777777778,0.14888888888888888,0.14888888888888888,0.005555555555555556,0.8146106701940037
1271,0.7633333333333333,0.09888888888888889,0.09888888888888889,0.0,0.7883395061728394
1272,0.7277777777777777,0.12444444444444444,0.12444444444444444,0.008888888888888889,0.7541106701940036
1273,0.8288888888888889,0.1111111111111111,0.1111111111111111,0.0077777777777777776,0.841929012345679
1274,0.7177777777777777,0.14666666666666667,0.14666666666666667,0.01,0.7398179012345679
1275,0.8011111111111111,0.13777777777777778,0.13777777777777778,0.0077777777777777776,0.8208765432098766
1276,0.7644444444444445,0.11333333333333333,0.11333333333333333,0.006666666666666667,0.7868187830687832
1277,0.7611111111111111,0.12555555555555556,0.12555555555555556,0.012222222222222223,0.7892663139329806
1278,0.8188888888888889,0.1511111111111111,0.1511111111111111,0.014444444444444444,0.8388902116402116
1279,0.7133333333333334,0.09555555555555556,0.09555555555555556,0.0022222222222222222,0.736891975308642
1280,0.7366666666666667,0.12,0.12,0.0033333333333333335,0.7709858906525574
1281,0.7844444444444445,0.08555555555555555,0.08555555555555555,0.01,0.8072297178130511
1282,0.6611111111111111,0.16666666666666666,0.16666666666666666,0.012222222222222223,0.6895198412698412
1283,0.6911111111111111,0.05555555555555555,0.05555555555555555,0.0011111111111111111,0.7240061728395061
1284,0.8222222222222222,0.08555555555555555,0.08555555555555555,0.0077777777777777776,0.8446618165784834
1285,0.7644444444444445,0.12777777777777777,0.12777777777777777,0.006666666666666667,0.7943994708994709
1286,0.7833333333333333,0.1622222222222222,0.1622222222222222,0.011111111111111112,0.7972976190476191
1287,0.7455555555555555,0.10111111111111111,0.10111111111111111,0.0077777777777777776,0.773320987654321
1288,0.7544444444444445,0.12222222222222222,0.12222222222222222,0.014444444444444444,0.7768223104056438
1289,0.7266666666666667,0.11,0.11,0.0022222222222222222,0.7520903880070545
1290,0.7533333333333333,0.07777777777777778,0.07777777777777778,0.005555555555555556,0.7736247795414463
1291,0.7955555555555556,0.13444444444444445,0.13444444444444445,0.011111111111111112,0.8195330687830688
1292,0.7333333333333333,0.12444444444444444,0.12444444444444444,0.005555555555555556,0.7542142857142857
1293,0.7,0.11777777777777777,0.11777777777777777,0.011111111111111112,0.7258390652557318
1294,0.7822222222222223,0.17222222222222222,0.17222222222222222,0.01888888888888889,0.8041865079365079
1295,0.7288888888888889,0.09222222222222222,0.09222222222222222,0.006666666666666667,0.7606913580246915
1296,0.6966666666666667,0.12222222222222222,0.12222222222222222,0.0,0.7271741622574955
1297,0.7466666666666667,0.14444444444444443,0.14444444444444443,0.015555555555555555,0.7704797178130512
1298,0.7377777777777778,0.11333333333333333,0.11333333333333333,0.01,0.7660216049382716
1299,0.7944444444444444,0.10222222222222223,0.10222222222222223,0.0077777777777777776,0.8223425925925926
1300,0.76,0.14222222222222222,0.14222222222222222,0.01,0.7904611992945325
1301,0.71,0.11222222222222222,0.11222222222222222,0.0033333333333333335,0.7375934744268077
1302,0.8055555555555556,0.10333333333333333,0.10333333333333333,0.005555555555555556,0.8320864197530864
1303,0.7355555555555555,0.09333333333333334,0.09333333333333334,0.0,0.7576049382716049
1304,0.76,0.14666666666666667,0.14666666666666667,0.017777777777777778,0.7811666666666666
1305,0.73,0.1,0.1,0.0033333333333333335,0.7527389770723104
1306,0.8355555555555556,0.1111111111111111,0.1111111111111111,-0.0011111111111111111,0.8573977072310407
1307,0.7244444444444444,0.09333333333333334,0.09333333333333334,0.012222222222222223,0.7489642857142857
1308,0.7155555555555555,0.12777777777777777,0.12777777777777777,0.013333333333333334,0.7458791887125221
1309,0.7666666666666667,0.15666666666666668,0.15666666666666668,0.008888888888888889,0.7875859788359788
1310,0.7222222222222222,0.10777777777777778,0.10777777777777778,0.008888888888888889,0.7524488536155203
1311,0.72,0.0811111111111111,0.0811111111111111,-0.005555555555555556,0.7527729276895943
1312,0.7277777777777777,0.12444444444444444,0.12444444444444444,0.0033333333333333335,0.7537037037037037
1313,0.7588888888888888,0.11222222222222222,0.11222222222222222,0.011111111111111112,0.7875229276895943
1314,0.8122222222222222,0.12111111111111111,0.12111111111111111,0.006666666666666667,0.8293703703703703
1315,0.7155555555555555,0.1511111111111111,0.1511111111111111,0.0077777777777777776,0.7416507936507937
1316,0.7533333333333333,0.11,0.11,0.0044444444444444444,0.7809488536155202
1317,0.7744444444444445,0.12,0.12,0.01,0.8033333333333333
1318,0.7811111111111111,0.09111111111111111,0.09111111111111111,0.012222222222222223,0.8016944444444444
1319,0.7588888888888888,0.09777777777777778,0.09777777777777778,0.011111111111111112,0.792797619047619
1320,0.7566666666666667,0.19333333333333333,0.19333333333333333,0.01888888888888889,0.7782283950617284
1321,0.7555555555555555,0.06444444444444444,0.06444444444444444,-0.0022222222222222222,0.7900308641975309
1322,0.8244444444444444,0.09666666666666666,0.09666666666666666,0.0011111111111111111,0.8467544091710758
1323,0.77,0.1288888888888889,0.1288888888888889,0.01,0.7916891534391534
1324,0.7733333333333333,0.10888888888888888,0.10888888888888888,0.01,0.796750881834215
1325,0.7377777777777778,0.09777777777777778,0.09777777777777778,0.0044444444444444444,0.7634395943562611
1326,0.7122222222222222,0.13666666666666666,0.13666666666666666,0.0033333333333333335,0.7499797178130512
1327,0.7477777777777778,0.0811111111111111,0.0811111111111111,0.0,0.7757993827160494
1328,0.7177777777777777,0.11222222222222222,0.11222222222222222,0.0011111111111111111,0.7430608465608465
1329,0.7955555555555556,0.09444444444444444,0.09444444444444444,0.008888888888888889,0.8165260141093474
1330,0.7922222222222223,0.08333333333333333,0.08333333333333333,0.005555555555555556,0.8158253968253968
1331,0.6755555555555556,0.08222222222222222,0.08222222222222222,0.0044444444444444444,0.7060524691358024
1332,0.6922222222222222,0.13777777777777778,0.13777777777777778,0.0044444444444444444,0.7243531746031747
1333,0.7744444444444445,0.10555555555555556,0.10555555555555556,0.008888888888888889,0.7924567901234569
1334,0.7155555555555555,0.13666666666666666,0.13666666666666666,0.011111111111111112,0.7447006172839506
1335,0.7244444444444444,0.12222222222222222,0.12222222222222222,0.01888888888888889,0.7519193121693122
1336,0.7433333333333333,0.08333333333333333,0.08333333333333333,0.005555555555555556,0.7781309523809523
1337,0.7733333333333333,0.15888888888888889,0.15888888888888889,0.008888888888888889,0.7985
1338,0.8255555555555556,0.07888888888888888,0.07888888888888888,0.0011111111111111111,0.8421318342151676
1339,0.7444444444444445,0.09111111111111111,0.09111111111111111,0.0033333333333333335,0.7704365079365079
1340,0.7155555555555555,0.13333333333333333,0.13333333333333333,0.0,0.7397808641975308
1341,0.75,0.07111111111111111,0.07111111111111111,0.0022222222222222222,0.7801000881834216
1342,0.7322222222222222,0.1511111111111111,0.1511111111111111,0.012222222222222223,0.765263668430335
1343,0.7822222222222223,0.12555555555555556,0.12555555555555556,0.0077777777777777776,0.8036803350970018
1344,0.8388888888888889,0.12222222222222222,0.12222222222222222,0.017777777777777778,0.8607098765432099
1345,0.7833333333333333,0.11555555555555555,0.11555555555555555,0.0044444444444444444,0.8011203703703703
1346,0.7677777777777778,0.13,0.13,0.006666666666666667,0.7888932980599647
1347,0.79,0.09111111111111111,0.09111111111111111,0.0011111111111111111,0.8151988536155201
1348,0.6188888888888889,0.1388888888888889,0.1388888888888889,0.006666666666666667,0.6526247795414462
1349,0.7422222222222222,0.12111111111111111,0.12111111111111111,-0.0011111111111111111,0.7674210758377424
1350,0.8455555555555555,0.09333333333333334,0.09333333333333334,0.0022222222222222222,0.8759660493827162
1351,0.7377777777777778,0.15555555555555556,0.15555555555555556,0.0077777777777777776,0.7613932980599647
1352,0.74,0.09666666666666666,0.09666666666666666,0.0011111111111111111,0.7724475308641975
1353,0.8111111111111111,0.13777777777777778,0.13777777777777778,0.0033333333333333335,0.8316234567901235
1354,0.7533333333333333,0.14888888888888888,0.14888888888888888,-0.0011111111111111111,0.777284832451499
1355,0.7755555555555556,0.10333333333333333,0.10333333333333333,0.006666666666666667,0.7940798059964727
1356,0.7877777777777778,0.10222222222222223,0.10222222222222223,0.005555555555555556,0.8189466490299823
1357,0.7866666666666666,0.1288888888888889,0.1288888888888889,0.0077777777777777776,0.8123395061728396
1358,0.77,0.13444444444444445,0.13444444444444445,0.0033333333333333335,0.7917945326278659
1359,0.7422222222222222,0.1388888888888889,0.1388888888888889,0.01,0.7662253086419752
1360,0.7677777777777778,0.10888888888888888,0.10888888888888888,0.012222222222222223,0.7955061728395061
1361,0.7555555555555555,0.10777777777777778,0.10777777777777778,-0.0022222222222222222,0.7792623456790123
1362,0.7533333333333333,0.14222222222222222,0.14222222222222222,0.0044444444444444444,0.780212962962963
1363,0.7966666666666666,0.11555555555555555,0.11555555555555555,0.01,0.8088470017636685
1364,0.7455555555555555,0.13444444444444445,0.13444444444444445,0.0022222222222222222,0.7649660493827161
1365,0.7711111111111111,0.14222222222222222,0.14222222222222222,0.0044444444444444444,0.7946587301587301
1366,0.7377777777777778,0.12333333333333334,0.12333333333333334,0.0022222222222222222,0.7604378306878307
