case_index,injected_period_days,injected_epoch_days,epoch_phase_fraction,injected_duration_hours,injected_depth,gp_converged,gp_log_marginal_likelihood,gp_training_point_count,gp_signal_variance,gp_length_scale_days,gp_measurement_noise_variance,observed_depth_before_gp,gp_residual_depth,depth_retention_fraction,local_snr_before_gp,local_snr_after_gp,snr_retention_fraction,gp_bls_recovered_period_days,gp_bls_recovered_power,gp_bls_period_error_fraction,gp_bls_exact_period_error_fraction,gp_bls_period_matched,gp_bls_exact_period_matched,gp_bls_exact_period_rank_top5,gp_bls_fap_1_percent_threshold,gp_bls_passes_fap_1_percent,gp_bls_recovered_at_fap_1_percent,gp_bls_exact_recovered_at_fap_1_percent,gp_tcf_recovered_period_days,gp_tcf_recovered_score,gp_tcf_recovered_raw_pooled_score,gp_tcf_valid_transit_events,gp_tcf_positive_event_fraction,gp_tcf_period_error_fraction,gp_tcf_exact_period_error_fraction,gp_tcf_period_matched,gp_tcf_exact_period_matched,gp_tcf_exact_period_rank_top10,gp_tcf_half_period_rank_top10,gp_tcf_double_period_rank_top10,gp_tcf_top_periods_json,gp_tcf_top_scores_json,gp_tcf_fap_1_percent_threshold,gp_tcf_passes_fap_1_percent,gp_tcf_recovered_at_fap_1_percent,gp_tcf_exact_recovered_at_fap_1_percent
29,5.0,447.26122690278135,0.75,2.0,0.0002,True,3902.453464717788,512,9.915275910544085e-09,1.7169878685125295,3.5532981723180347e-09,0.0002019260999630788,0.000180143760194331,0.8921271704216017,14.312530814524104,24.32247078261457,1.699382946161594,2.5135135135135136,0.0016783531739815723,0.005405405405405439,0.49729729729729727,True,False,4.0,0.0016834009930453,False,False,False,1.6762676267626762,14.782412426234249,14.494013501912088,55,0.9636363636363636,0.32949294929492956,0.6647464746474647,False,False,4.0,2,10.0,"[1.6762676267626762, 2.5135513551355135, 3.3494349434943493, 4.998799879987999, 4.188118811881187, 5.862686268626862, 6.702770277027702, 7.535853585358535, 8.38153815381538, 9.998699869986998]","[14.782412426234249, 13.76850925711877, 11.730950382681444, 11.074412641225763, 10.612643567160037, 9.953182237602704, 9.702115557931538, 9.586281676645397, 9.485055525033896, 9.269965960991108]",15.774956819743023,False,False,False
30,5.0,444.26122690278135,0.15,2.0,0.0005,False,3716.494479631434,512,1.0568245546530398e-08,1.0,3.43782373075914e-09,0.0005021526999587351,0.0004872255753986094,0.9702737343414615,34.1777596469783,60.52201534720547,1.7708011283459386,4.993993993993994,0.0028888938295628204,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.4995499549954996,26.47587229098551,17.950021786623967,35,0.7714285714285715,0.00018001800180016402,0.5000900090009001,True,False,2.0,1,3.0,"[2.4995499549954996, 4.997399739973997, 9.995899589958995, 7.502250225022502, 8.336733673367338, 14.987398739873987, 12.502150215021501, 1.6748674867486748, 11.66066606660666, 13.328232823282328]","[26.47587229098551, 24.434423647541983, 18.331105504863398, 16.600312720603995, 15.927886153014784, 15.658656965508355, 14.868904066255588, 14.460250499368616, 13.513256671557157, 12.415354201214978]",15.774956819743023,True,True,False
31,5.0,445.76122690278135,0.45,2.0,0.0005,False,3633.839091918516,512,1.0748812845692521e-08,1.0,3.611750689034698e-09,0.00048300500032544226,0.000458216902505814,0.9486794178053511,33.00888418635968,56.05876157457062,1.698293140055182,4.993993993993994,0.0027178641262946735,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,5.003000300030003,23.225673716144865,21.782296641413684,18,0.9444444444444444,0.0006000600060005468,0.0006000600060005468,True,True,1.0,2,3.0,"[5.003000300030003, 2.4995499549954996, 10.002900290029002, 7.496649664966497, 14.992999299929993, 1.6762676267626762, 13.338033803380338, 6.666366636663666, 12.5007500750075, 11.662066206620661]","[23.225673716144865, 19.71095715564086, 18.150075803113356, 16.166930148453087, 15.754714057470117, 14.105726334031457, 13.996214401307734, 13.39397765494695, 12.864283393149059, 12.668858619034127]",15.774956819743023,True,True,True
32,5.0,447.26122690278135,0.75,2.0,0.0005,False,3691.1054871116976,512,1.2313775479662218e-08,1.0,3.611750689034698e-09,0.0005019260999630788,0.0004525639266789553,0.901654499959746,35.57654396162258,57.30359045151366,1.6107126794926636,4.993993993993994,0.0026964653817024894,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,5.001600160016001,23.26890037113299,20.505973106211442,19,1.0,0.0003200320032002324,0.0003200320032002324,True,True,1.0,2,3.0,"[5.001600160016001, 2.4995499549954996, 9.997299729972998, 7.496649664966497, 14.998599859985998, 12.499349934993498, 1.6748674867486748, 3.3494349434943493, 4.188118811881187, 5.864086408640864]","[23.26890037113299, 23.029926118904246, 17.93320322551642, 17.091868221412824, 15.683325504956503, 15.081342191607149, 14.433445236938228, 11.353181122222562, 9.908276270660684, 9.518431617876749]",15.774956819743023,True,True,True
33,5.0,444.26122690278135,0.15,2.0,0.001,False,3087.393895728842,512,1.9738655039254245e-08,1.0,3.43782373075914e-09,0.0010021526999587351,0.000960558138218296,0.9584947865308832,68.20900118942832,112.44927098981451,1.6485987044074026,4.993993993993994,0.005511899757422755,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.4995499549954996,52.047002296362145,31.267719597206117,35,0.7714285714285715,0.00018001800180016402,0.5000900090009001,True,False,2.0,1,4.0,"[2.4995499549954996, 4.997399739973997, 7.495249524952495, 10.008500850085008, 12.493749374937494, 14.987398739873987, 8.333933393339333, 13.328232823282328, 6.667766776677667, 11.674667466746675]","[52.047002296362145, 43.2102765131922, 31.39008714332367, 31.232509668915675, 26.45795088884616, 26.125948967445293, 23.405566546035722, 23.18602903491656, 15.460778285915517, 15.382750234521957]",15.774956819743023,True,True,False
34,5.0,445.76122690278135,0.45,2.0,0.001,False,2815.416551252126,512,2.28734596550679e-08,1.0,3.611750689034698e-09,0.0009830050003254423,0.0009231790398475091,0.9391397190674242,67.17921799669159,103.24759490813946,1.536897838156201,4.993993993993994,0.005243361856615161,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.500950095009501,46.962412602766065,29.740723991164167,35,0.8285714285714286,0.0003800380038004647,0.49980998099809976,True,False,2.0,1,3.0,"[2.500950095009501, 5.003000300030003, 10.002900290029002, 7.496649664966497, 14.994399439943994, 12.5007500750075, 13.325432543254324, 11.659265926592658, 6.666366636663666, 14.172517251725171]","[46.962412602766065, 40.6662705889721, 30.32842907791196, 30.002789709620195, 25.582172201107582, 23.870985372836138, 18.232889193127832, 17.281647856498964, 12.135485911004743, 11.739951213963826]",15.774956819743023,True,True,False
35,5.0,447.26122690278135,0.75,2.0,0.001,False,2878.9784729318717,512,3.05960362474925e-08,1.0,3.611750689034698e-09,0.0010019260999630788,0.0008794147806291471,0.8777241960874697,71.01656587345339,100.88292566606476,1.4205548300636104,4.993993993993994,0.005304473310275621,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.4995499549954996,48.57436900010928,28.629516190193048,37,0.8648648648648649,0.00018001800180016402,0.5000900090009001,True,False,2.0,1,4.0,"[2.4995499549954996, 4.998799879987999, 7.4938493849384935, 9.997299729972998, 14.998599859985998, 12.499349934993498, 14.16971697169717, 1.6748674867486748, 11.67046704670467, 13.335233523352334]","[48.57436900010928, 40.42659818527544, 30.812951047770184, 30.626986473974164, 26.264823594631135, 25.452643278410072, 16.14399999257548, 13.328398996583045, 12.911251922002029, 12.416235187658934]",15.774956819743023,True,True,False
36,5.0,444.26122690278135,0.15,4.0,0.0002,True,3830.5568336484066,512,9.717131796201455e-09,1.8701879122695946,3.4820112431031927e-09,0.00021178319977435117,0.00019812212005395783,0.9354949791345639,20.401457204270876,37.32789483150715,1.8296680701657362,4.993993993993994,0.0020780204908899262,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,1.6748674867486748,15.37736752256144,14.875239826966364,54,1.0,0.33005300530053006,0.665026502650265,False,False,3.0,2,5.0,"[1.6748674867486748, 2.5135513551355135, 5.024002400240024, 3.3480348034803478, 10.05190519051905, 4.188118811881187, 5.85988598859886, 6.697169716971697, 2.094909490949095, 7.541454145414542]","[15.37736752256144, 14.043539089339845, 12.840719854818985, 12.211343036425772, 11.87454267855659, 11.617455065190688, 10.314050754177938, 10.049679057105786, 9.576588295961878, 9.560507457325743]",15.774956819743023,False,False,False
37,5.0,445.76122690278135,0.45,4.0,0.0002,True,3849.2965403938315,512,1.0043263412715914e-08,1.9250534626468392,3.508659191150917e-09,0.00019410840011282443,0.0001913453083066954,0.9857652126104641,18.724149051702742,35.294759937474794,1.884986059447393,5.008008008008008,0.0021874320293030496,0.0016016016016015655,0.0016016016016015655,True,True,1.0,0.0016834009930453,True,True,True,1.6748674867486748,15.115631613694669,16.081713361015378,55,0.9818181818181818,0.33005300530053006,0.665026502650265,False,False,3.0,2,6.0,"[1.6748674867486748, 2.512151215121512, 5.003000300030003, 3.3494349434943493, 4.188118811881187, 10.04070407040704, 7.5316531653165315, 5.862686268626862, 2.9307930793079304, 6.702770277027702]","[15.115631613694669, 13.732270391273607, 12.942003520900775, 11.987983572173668, 11.371791717690083, 10.88475345961448, 10.749448924088156, 9.872875218098253, 9.827604098248687, 9.772150314363168]",15.774956819743023,False,False,False
38,5.0,447.26122690278135,0.75,4.0,0.0002,True,3853.704589348089,512,9.965596146078008e-09,1.7552708632163905,3.4997652550793244e-09,0.0002039654999240968,0.00018232016230135918,0.8938774565757804,20.406603110157786,34.255418099231086,1.6786438151570549,4.993993993993994,0.0017449016626077775,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,1.6762676267626762,14.285808929819005,14.163300781557716,54,0.9444444444444444,0.32949294929492956,0.6647464746474647,False,False,3.0,2,6.0,"[1.6762676267626762, 2.5135513551355135, 4.994599459945995, 3.3494349434943493, 4.186718671867187, 9.994499449944994, 5.862686268626862, 3.7666766676667667, 2.094909490949095, 6.702770277027702]","[14.285808929819005, 13.344407211993975, 11.290510946103968, 10.994602249002284, 10.639680254219517, 9.66678081034688, 9.571224427477308, 9.467693801551867, 9.458522669318079, 9.360034423961325]",15.774956819743023,False,False,False
39,5.0,444.26122690278135,0.15,4.0,0.0005,False,3391.0364083842223,512,1.4632942884458038e-08,1.0,3.5175644139434136e-09,0.0005117831997743512,0.00044872160235147107,0.8767806417821367,49.3009977145777,75.17134792298299,1.5247429343758645,4.993993993993994,0.004405766768592931,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.5023502350235023,25.43191232540403,16.8878868300025,35,0.8285714285714286,0.0009400940094009159,0.49952995299529956,True,False,2.0,1,3.0,"[2.5023502350235023, 4.997399739973997, 10.028102810281029, 7.496649664966497, 8.335333533353335, 14.994399439943994, 6.6705670567056705, 12.488148814881487, 1.6762676267626762, 11.66066606660666]","[25.43191232540403, 22.421000468121548, 17.170613461454767, 15.978323863603764, 14.823497065790963, 14.811972267380028, 14.010439532779335, 14.009113917654672, 13.637587214598517, 12.271875284671925]",15.774956819743023,True,True,False
40,5.0,445.76122690278135,0.45,4.0,0.0005,False,3455.8811184309025,512,1.4176338373988114e-08,1.0,3.5488215766442562e-09,0.0004941084001128244,0.00043847363660706897,0.8874037286290785,47.662848831031354,73.5356134993674,1.5428287503346072,4.993993993993994,0.004272573924437387,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,5.003000300030003,24.14359167232987,21.737795657682376,18,0.9444444444444444,0.0006000600060005468,0.0006000600060005468,True,True,1.0,2,3.0,"[5.003000300030003, 2.500950095009501, 10.023902390239023, 7.496649664966497, 14.994399439943994, 1.6748674867486748, 13.326832683268327, 6.666366636663666, 12.5007500750075, 11.659265926592658]","[24.14359167232987, 19.31826920981908, 17.903333914127927, 16.173969619614304, 14.944995324673902, 14.094647274304368, 13.689951300825497, 12.367472876483822, 12.168120663601234, 12.009166456581264]",15.774956819743023,True,True,True
41,5.0,447.26122690278135,0.75,4.0,0.0005,False,3446.0808009514967,512,1.3728918569703846e-08,1.0,3.5488215766442562e-09,0.0005039654999240968,0.0004377542175751239,0.8686194147040917,50.42138960750932,74.31606547083555,1.4738995900217629,4.993993993993994,0.004260200117187281,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.498149814981498,22.262300949502816,15.470654847983916,36,0.8055555555555556,0.0007400740074007927,0.5003700370037004,True,False,2.0,1,3.0,"[2.498149814981498, 4.994599459945995, 9.994499449944994, 7.491049104910491, 14.987398739873987, 12.499349934993498, 1.6748674867486748, 13.284828482848285, 3.3494349434943493, 11.65086508650865]","[22.262300949502816, 22.1642547569454, 17.134876556829628, 15.681283898115641, 15.047667018192877, 13.863663083060178, 13.616850586682592, 10.817370507425407, 9.95297625241966, 9.859463296282351]",15.774956819743023,True,True,False
42,5.0,444.26122690278135,0.15,4.0,0.001,False,1878.9367164494595,512,2.503920314999514e-07,1.0,3.5175644139434136e-09,0.0010117831997743512,0.0008223241947706442,0.8127474294434219,97.46689856508904,110.988501714662,1.1387302083952444,4.993993993993994,0.007960407526812017,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.5023502350235023,41.68053793578336,24.97582803910968,35,0.9142857142857143,0.0009400940094009159,0.49952995299529956,True,False,2.0,1,3.0,"[2.5023502350235023, 5.001600160016001, 9.986098609860987, 7.510651065106511, 12.496549654965497, 14.994399439943994, 8.333933393339333, 13.328232823282328, 6.6705670567056705, 11.681668166816682]","[41.68053793578336, 34.50134664347154, 25.42533694791466, 25.355598377108706, 21.54707934998106, 21.10764196141665, 18.87186689156751, 18.21283396314498, 17.133360875917138, 12.820822142784026]",15.774956819743023,True,True,False
43,5.0,445.76122690278135,0.45,4.0,0.001,False,2063.2876531179472,512,7.791509371223252e-08,1.0,3.5488215766442562e-09,0.0009941084001128244,0.0008322679117446514,0.8372003612988229,95.89401512991236,115.19153882077332,1.201238040400307,4.993993993993994,0.008093909936885269,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.500950095009501,39.38277979341768,24.86793111724039,35,0.8571428571428571,0.0003800380038004647,0.49980998099809976,True,False,2.0,1,4.0,"[2.500950095009501, 5.003000300030003, 7.496649664966497, 10.023902390239023, 14.992999299929993, 12.496549654965497, 11.653665366536654, 13.353435343534352, 1.6748674867486748, 8.342334233423342]","[39.38277979341768, 36.734115936534394, 26.2844401528765, 26.169607205602937, 21.950954768988947, 19.96929912016976, 16.367324774212037, 15.859217266334818, 12.234851845568784, 11.923269113409765]",15.774956819743023,True,True,False
44,5.0,447.26122690278135,0.75,4.0,0.001,False,1987.4555431962033,512,9.35674897033165e-08,1.0,3.5488215766442562e-09,0.0010039654999240968,0.0008291209276697483,0.8258460352795317,100.44603376976187,119.9579475506517,1.1942527051452745,4.993993993993994,0.008239227155102722,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.4995499549954996,42.70312653563981,25.171197648619746,37,0.8648648648648649,0.00018001800180016402,0.5000900090009001,True,False,2.0,1,3.0,"[2.4995499549954996, 4.994599459945995, 9.994499449944994, 7.48964896489649, 14.987398739873987, 12.499349934993498, 11.652265226522651, 14.168316831683168, 8.758175817581758, 1.6748674867486748]","[42.70312653563981, 36.81564121089312, 27.26928118365447, 26.994499903698106, 23.71618203241743, 22.296061062519897, 17.18947588887808, 14.144879493333438, 11.662974587389684, 11.526359132080874]",15.774956819743023,True,True,False
45,5.0,444.26122690278135,0.15,8.0,0.0002,False,3784.1023286837317,512,1.1411402926256284e-08,1.0,3.716334855762236e-09,0.00020997039980904503,0.000170864736350888,0.8137563032993165,29.059995838795665,43.419911701932094,1.4941472098893305,5.008008008008008,0.0026498469555860486,0.0016016016016015655,0.0016016016016015655,True,True,1.0,0.0016834009930453,True,True,True,5.025402540254025,15.377539618342167,11.528548310970171,18,0.7777777777777778,0.005080508050805043,0.005080508050805043,True,True,1.0,4,3.0,"[5.025402540254025, 1.6748674867486748, 10.044904490449044, 2.5135513551355135, 3.350835083508351, 6.698569856985698, 4.186718671867187, 5.85988598859886, 12.55115511551155, 11.737673767376737]","[15.377539618342167, 15.135159537867361, 13.324192250703778, 12.802071418488435, 11.27253509952996, 10.945236731461499, 10.442009636235685, 9.58950599735022, 9.262673965811471, 9.10139741160214]",15.774956819743023,False,False,False
46,5.0,445.76122690278135,0.45,8.0,0.0002,False,3779.5516526985057,512,1.2534359740200771e-08,1.0,3.771493060824348e-09,0.00020725119986111356,0.00015662419118919938,0.7557215171451787,28.283924297505266,39.125190207992325,1.383301333876194,5.008008008008008,0.0025271601809323677,0.0016016016016015655,0.0016016016016015655,True,True,1.0,0.0016834009930453,True,True,True,1.6762676267626762,14.914365476400667,15.35437754441044,54,0.9259259259259259,0.32949294929492956,0.6647464746474647,False,False,2.0,3,5.0,"[1.6762676267626762, 5.01980198019802, 2.5107510751075104, 3.3494349434943493, 10.058905890589058, 4.186718671867187, 5.865486548654865, 7.534453445344535, 6.695769576957695, 8.374537453745376]","[14.914365476400667, 14.059387277961228, 12.982145893029166, 12.336494702748219, 12.252660421029564, 10.802119894869868, 10.17886075763885, 10.023377373578695, 9.700071798905276, 9.169349901470545]",15.774956819743023,False,False,False
47,5.0,447.26122690278135,0.75,8.0,0.0002,False,3846.181631138,512,1.0502576841597181e-08,1.0,3.911166232003988e-09,0.00020509849990237844,0.00015224144879513745,0.7422845553117182,29.153896373711778,38.62938172549374,1.3250160880837203,4.993993993993994,0.0022254679276794056,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,1.6748674867486748,14.327234159217145,14.369669229371446,55,0.9818181818181818,0.33005300530053006,0.665026502650265,False,False,4.0,2,6.0,"[1.6748674867486748, 2.5135513551355135, 3.3494349434943493, 4.99039903990399, 4.18951895189519, 9.997299729972998, 3.7694769476947694, 5.85988598859886, 8.38153815381538, 6.698569856985698]","[14.327234159217145, 12.307120827718546, 10.405109267571262, 9.98231026473947, 9.75166965051858, 9.333187320438537, 9.10068395217355, 8.685893808669096, 8.51370953016, 8.474274001236356]",15.774956819743023,False,False,False
48,5.0,444.26122690278135,0.15,8.0,0.0005,False,3175.8215210006356,512,4.9306624672757664e-08,1.0,4.0485975782396925e-09,0.000509970399809045,0.000368851324116622,0.7232798692918959,70.58012800774507,73.453435504103,1.0407098651909872,4.993993993993994,0.00548385820995549,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,5.024002400240024,20.552675489699293,14.400062555980423,18,0.7777777777777778,0.00480048004800473,0.00480048004800473,True,True,1.0,2,3.0,"[5.024002400240024, 2.5023502350235023, 10.044904490449044, 9.938493849384939, 12.47974797479748, 7.513451345134513, 1.6748674867486748, 8.347934793479347, 11.681668166816682, 14.998599859985998]","[20.552675489699293, 18.753114549285787, 16.851161007663997, 12.712386413853658, 12.497363289195041, 12.384703725063058, 12.21524377456369, 12.035669620593005, 11.987905215924371, 11.824944201550974]",15.774956819743023,True,True,True
49,5.0,445.76122690278135,0.45,8.0,0.0005,False,3156.1812417376295,512,4.807782529281137e-08,1.0,4.005692519571577e-09,0.0005072511998611136,0.0003582936496106506,0.7063436216784744,69.22543534756336,74.35311707603239,1.0740722207484033,4.993993993993994,0.00542360691226245,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,5.021202120212021,20.869045011071265,16.786665011114227,18,1.0,0.0042404240424042785,0.0042404240424042785,True,True,1.0,2,3.0,"[5.021202120212021, 2.5065506550655066, 10.047704770477047, 7.496649664966497, 1.6748674867486748, 12.488148814881487, 14.974797479747975, 13.325432543254324, 11.695669566956695, 3.3494349434943493]","[20.869045011071265, 16.475040259458495, 15.831182555949567, 12.686537734733703, 12.567502322419772, 11.771424357456812, 11.649360207762276, 11.337566659450617, 10.71142951707564, 10.5393352270795]",15.774956819743023,True,True,True
50,5.0,447.26122690278135,0.75,8.0,0.0005,False,3300.9964145289778,512,3.598643207039487e-08,1.0,4.246946178869231e-09,0.0005050984999023784,0.0003541740706143603,0.7011980251036428,71.79764518843486,75.8852545013095,1.0569323590230097,4.993993993993994,0.005429364376242257,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.4953495349534953,18.735381446597952,13.132338381764054,36,0.7777777777777778,0.0018601860186018726,0.5009300930093009,True,False,2.0,1,4.0,"[2.4953495349534953, 4.987598759875988, 5.040804080408041, 9.994499449944994, 7.482648264826483, 14.960796079607961, 12.499349934993498, 13.31983198319832, 8.329732973297329, 11.638263826382637]","[18.735381446597952, 18.53094559703173, 14.43218633040093, 14.38660657420847, 14.299623492346715, 11.990371914691346, 11.819223560686487, 11.191011755700542, 11.129747158548472, 10.625903060788362]",15.774956819743023,True,True,False
51,5.0,444.26122690278135,0.15,8.0,0.001,False,1481.9501735091287,512,0.0002024298789119848,1.0,4.0485975782396925e-09,0.001009970399809045,0.0004770841919402571,0.4723744300134532,139.78034828932743,79.70734768131072,0.570232859316724,4.993993993993994,0.007329921754343795,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.5023502350235023,29.246845245532132,17.65254569881547,35,0.6857142857142857,0.0009400940094009159,0.49952995299529956,True,False,2.0,1,3.0,"[2.5023502350235023, 5.001600160016001, 10.000100010001, 7.506450645064506, 14.992999299929993, 12.47974797479748, 6.667766776677667, 13.33103310331033, 9.8992899289929, 8.333933393339333]","[29.246845245532132, 26.666043774480244, 20.479017589479106, 17.952848802167807, 16.292519663712184, 15.74115617871988, 15.538873526137948, 13.973046941647633, 12.417595280346768, 11.594474751280654]",15.774956819743023,True,True,False
52,5.0,445.76122690278135,0.45,8.0,0.001,False,1423.5306917185374,512,0.000200284625978579,1.0,4.005692519571577e-09,0.0010072511998611136,0.00047992753627512565,0.47647253866890527,137.4612870976602,82.79920497649742,0.6023456256281976,4.993993993993994,0.0073766864768396055,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,4.998799879987999,27.581223709410153,24.307081829214425,18,0.9444444444444444,0.0002400240024002187,0.0002400240024002187,True,True,1.0,2,3.0,"[4.998799879987999, 2.500950095009501, 10.000100010001, 7.502250225022502, 14.99159915991599, 12.5007500750075, 1.6748674867486748, 13.336633663366337, 4.93999399939994, 5.061806180618062]","[27.581223709410153, 26.471763160242904, 20.417712193227494, 17.72481970150858, 16.85957833795474, 16.45587500922961, 13.589885808662578, 13.56184578676827, 12.948526898888586, 12.713045715535985]",15.774956819743023,True,True,True
53,5.0,447.26122690278135,0.75,8.0,0.001,False,1654.5680923560874,512,0.00021234730894346154,1.0,4.246946178869231e-09,0.0010050984999023784,0.0004579927891618643,0.4556695579650626,142.87055987963998,81.32321170194108,0.5692090222817848,4.993993993993994,0.007464407900126347,0.0012012012012011298,0.0012012012012011298,True,True,1.0,0.0016834009930453,True,True,True,2.500950095009501,31.02110959030269,18.3514983526444,35,0.6571428571428571,0.0003800380038004647,0.49980998099809976,True,False,2.0,1,3.0,"[2.500950095009501, 5.0002000200020005, 10.004300430043005, 7.496649664966497, 12.499349934993498, 14.998599859985998, 5.06040604060406, 11.657865786578657, 4.935793579357936, 1.6748674867486748]","[31.02110959030269, 27.74421453402919, 20.834445077069308, 20.642898901111995, 17.33656816514303, 17.060321546712878, 14.706794251180101, 13.2798224914342, 12.258938857946513, 12.045128250443822]",15.774956819743023,True,True,False
54,10.0,445.01122690278135,0.15,2.0,0.0002,True,3886.284645166791,512,9.363336644513122e-09,1.833815370987183,3.3546448302198643e-09,0.00022515259951829664,0.00022645901712582304,1.0058023651972992,11.342244628356601,22.28306265945174,1.9646078346557734,2.5135135135135136,0.0016929079334106487,0.49729729729729727,0.7486486486486486,False,False,4.0,0.0016834009930453,True,False,False,1.6748674867486748,16.103921653866337,15.979829015640693,54,1.0,0.665026502650265,0.8325132513251325,False,False,7.0,5,,"[1.6748674867486748, 2.5135513551355135, 3.3494349434943493, 5.864086408640864, 5.024002400240024, 4.186718671867187, 9.998699869986998, 6.7013701370137015, 2.932193219321932, 11.72927292729273]","[16.103921653866337, 14.239529290075803, 12.154337733745326, 11.592796813900115, 11.208777556968933, 11.105224051940233, 10.594923158723553, 10.148670166263273, 9.866553894979685, 9.862269934757338]",15.774956819743023,True,False,False
55,10.0,448.01122690278135,0.45,2.0,0.0002,True,3898.9464327188653,512,9.611877562008831e-09,1.808256594051417,3.43782373075914e-09,0.00022481269952481214,0.00019140402654376932,0.8513933018390023,11.62763482019455,19.087615354434995,1.6415733422659748,2.5135135135135136,0.0016918615887827157,0.49729729729729727,0.7486486486486486,False,False,,0.0016834009930453,True,False,False,1.6748674867486748,15.799094450224793,15.189250136788836,54,1.0,0.665026502650265,0.8325132513251325,False,False,9.0,5,,"[1.6748674867486748, 2.5135513551355135, 3.350835083508351, 4.186718671867187, 5.028202820282028, 5.862686268626862, 6.702770277027702, 7.533053305330533, 10.044904490449044, 2.932193219321932]","[15.799094450224793, 14.177299670703986, 12.027306104900195, 11.10415256540793, 10.456593017205803, 10.180172687892963, 9.902544770845315, 9.605989048738499, 9.516018485481425, 9.505508621108172]",15.774956819743023,True,False,False
56,10.0,451.01122690278135,0.75,2.0,0.0002,True,3884.3933825613303,512,9.525868169065375e-09,1.7651366362238055,3.3546448302198643e-09,0.0002504184990345324,0.00021490243244929992,0.8581731512561503,12.371130784946713,20.8571610040729,1.6859542887908074,2.5135135135135136,0.0018185138736737467,0.49729729729729727,0.7486486486486486,False,False,3.0,0.0016834009930453,True,False,False,1.6748674867486748,15.776278440763113,15.535843040317983,54,1.0,0.665026502650265,0.8325132513251325,False,False,5.0,6,,"[1.6748674867486748, 2.5135513551355135, 3.3494349434943493, 4.18951895189519, 10.002900290029002, 4.998799879987999, 7.5316531653165315, 5.862686268626862, 6.7013701370137015, 10.883588358835883]","[15.776278440763113, 14.363525044211222, 12.286355251317644, 12.109079190739171, 11.570433908302697, 11.130697819328567, 10.678601012180891, 10.419204684351575, 10.212154599191331, 10.022612412679464]",15.774956819743023,True,False,False
57,10.0,445.01122690278135,0.15,2.0,0.0005,False,3794.12769337768,512,9.911090629391414e-09,1.0,3.402676881867098e-09,0.0005251525995182966,0.0005135467079011806,0.9778999635005869,26.45498770033019,49.654989778482225,1.876961363238981,9.996996996996996,0.00273969408466991,0.00030030030030037125,0.00030030030030037125,True,True,1.0,0.0016834009930453,True,True,True,10.001500150015001,20.352054261500037,19.02982546232546,9,1.0,0.0001500150015001367,0.0001500150015001367,True,True,1.0,2,,"[10.001500150015001, 5.001600160016001, 1.6762676267626762, 2.5135513551355135, 14.99159915991599, 3.350835083508351, 5.864086408640864, 4.185318531853185, 13.33103310331033, 6.702770277027702]","[20.352054261500037, 17.279146752721243, 15.690270529470318, 13.803091171851808, 12.274800036320489, 11.917131577024252, 11.134786231114306, 10.914181722967378, 10.091403009591229, 9.985244493441076]",15.774956819743023,True,True,True
