configuration,transit_window,center_time,time,phase_days,normalized_flux,injected_flux,in_transit,predicted_background,filtered_background,kalman_residual,kalman_gain
mle_injected_reference,2,534.5112269027813,534.504569288205,-0.006657614576397464,-7.279524860592801e-05,-0.001072795248605928,True,-0.0010542758400432174,-0.0010694309222276813,-1.8519408562710617e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.5250033061384,0.013776403357042,-8.497499837112343e-07,-0.0010008497499837113,True,-0.0010694309222276813,-0.0010133085413133684,6.858117224397002e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.545437323839,0.03421042105765082,-1.886444963872247e-05,-0.0010188644496387225,True,-0.0010133085413133684,-0.0010178551361462956,-5.555908325354138e-06,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.5658713415323,0.05464443875098368,1.9430949627974314e-05,-0.0009805690503720257,True,-0.0010178551361462956,-0.0009873426231611984,3.728608577426994e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.5863053587673,0.07507845598593121,7.194549862310495e-06,-0.0009928054501376895,True,-0.0009873426231611984,-0.0009918130462585606,-5.462826976491107e-06,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.6067394762358,0.09551257345447084,-3.3706749354545096e-05,-3.3706749354545096e-05,False,-0.0009918130462585606,-0.0002077610274338642,0.0009581062969040155,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.6271734932307,0.11594659044931177,-6.543074874698629e-05,-6.543074874698629e-05,False,-0.0002077610274338642,-9.128716362049657e-05,0.0001423302786868779,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.647607410232,0.1363805074506672,-2.4359499533055384e-06,-2.4359499533055384e-06,False,-9.128716362049657e-05,-1.857709619280632e-05,8.885121366719103e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.6680415272276,0.1568146244462696,-2.2716649564991087e-05,-2.2716649564991087e-05,False,-1.857709619280632e-05,-2.1964638043832478e-05,-4.1395533721847675e-06,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.6884755437641,0.1772486409827252,-2.2376749571506593e-05,-2.2376749571506593e-05,False,-2.1964638043832478e-05,-2.230188337485465e-05,-4.1211152767411523e-07,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.7089094605326,0.19768255775125,-8.344544840199752e-05,-8.344544840199752e-05,False,-2.230188337485465e-05,-7.23378091928781e-05,-6.114356502714288e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.729343576837,0.2181166740556364,-4.333724917005011e-05,-4.333724917005011e-05,False,-7.23378091928781e-05,-4.8605632808671545e-05,2.9000560022827997e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.7497775931333,0.2385506903519854,-1.4559049721141193e-05,-1.4559049721141193e-05,False,-4.8605632808671545e-05,-2.0744118600780675e-05,3.404658308753035e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.7702115092034,0.25898460642201826,-4.956874905071018e-05,-4.956874905071018e-05,False,-2.0744118600780675e-05,-4.433232563915603e-05,-2.8824630449929506e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.7906456250348,0.2794187222534674,-4.775594908545955e-05,-4.775594908545955e-05,False,-4.433232563915603e-05,-4.71339968978084e-05,-3.4236234463035184e-06,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.8110796408728,0.2998527380914311,-1.5012249712564874e-05,-1.5012249712564874e-05,False,-4.71339968978084e-05,-2.0847643483632083e-05,3.212174718524353e-05,0.8183351068229582
mle_injected_reference,2,534.5112269027813,534.8315135564771,0.32028665369580267,1.0706849794983597e-05,1.0706849794983597e-05,False,-2.0847643483632083e-05,4.974506144268194e-06,3.1554493278615684e-05,0.8183351068229582
